cve_ent,cve_mun,cve_loc,nom_loc
13,29,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,29,9999,Localidad no especificada
13,30,0,Ixmiquilpan
13,30,1,Ixmiquilpan
13,30,28,Maguey Blanco
13,30,75,El Deca
13,30,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,30,9999,Localidad no especificada
13,31,0,Jacala de Ledezma
13,31,1,Jacala
13,31,9999,Localidad no especificada
13,32,0,Jaltocán
13,32,1,Jaltocán
13,32,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,32,9999,Localidad no especificada
13,33,0,Juárez Hidalgo
13,33,1,Juárez Hidalgo
13,33,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,34,0,Lolotla
13,34,1,Lolotla
13,34,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,34,9999,Localidad no especificada
13,35,0,Metepec
13,35,1,Metepec
13,35,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,36,0,San Agustín Metzquititlán
13,36,1,Mezquititlán
13,36,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,37,0,Metztitlán
13,37,1,Metztitlán
13,37,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,37,9999,Localidad no especificada
13,38,0,Mineral del Chico
13,38,1,Mineral del Chico
13,39,0,Mineral del Monte
13,39,1,Mineral del Monte
13,39,9999,Localidad no especificada
13,40,0,La Misión
13,40,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,41,0,Mixquiahuala de Juárez
13,41,1,Mixquiahuala de Juárez
13,41,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,41,9999,Localidad no especificada
13,42,0,Molango de Escamilla
13,42,1,Molango de Escamilla
13,42,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,43,0,Nicolás Flores
13,43,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,44,0,Nopala de Villagrán
13,44,1,Nopala de Villagrán
13,44,30,San Sebastián Tenochtitlán
13,44,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,45,0,Omitlán de Juárez
13,45,1,Omitlán de Juárez
13,45,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,46,0,San Felipe Orizatlán
13,46,1,San Felipe Orizatlán
13,46,4,Ahuatitla
13,46,27,Huitzitzilingo
13,46,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,46,9999,Localidad no especificada
13,47,0,Pacula
13,47,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,48,0,Pachuca de Soto
13,48,1,Pachuca de Soto
13,48,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,48,9999,Localidad no especificada
13,49,0,Pisaflores
13,49,1,Pisaflores
13,49,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,50,0,Progreso de Obregón
13,50,1,Progreso de Obregón
13,50,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,50,9999,Localidad no especificada
13,51,0,Mineral de la Reforma
13,51,1,Pachuquilla
13,51,4,Carboneras
13,51,14,El Saucillo
13,51,27,La Providencia Siglo XXI
13,51,55,PRI Chacón
13,51,63,Colinas de Plata
13,51,78,Los Tuzos
13,51,93,Campestre Villas del Álamo
13,51,136,San Cristóbal Chacón
13,51,139,El Saucillo Fraccionamiento
13,51,141,Tulipanes
13,51,146,Villas del Álamo
13,51,148,Paseos de Chavarría
13,51,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,51,9999,Localidad no especificada
13,52,0,San Agustín Tlaxiaca
13,52,1,San Agustín Tlaxiaca
13,52,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,53,0,San Bartolo Tutotepec
13,53,1,San Bartolo Tutotepec
13,53,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,53,9999,Localidad no especificada
13,54,0,San Salvador
13,54,1,San Salvador
13,54,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,55,0,Santiago de Anaya
13,55,1,Santiago de Anaya
13,55,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,56,0,Santiago Tulantepec de Lugo Guerrero
13,56,1,Santiago Tulantepec
13,56,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,56,9999,Localidad no especificada
13,57,0,Singuilucan
13,57,1,Singuilucan
13,57,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,58,0,Tasquillo
13,58,1,Tasquillo
13,58,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,59,0,Tecozautla
13,59,1,Tecozautla
13,59,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,60,0,Tenango de Doria
13,60,1,Tenango de Doria
13,60,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,60,9999,Localidad no especificada
13,61,0,Tepeapulco
13,61,1,Tepeapulco
13,61,2,Fray Bernardino de Sahagún (Ciudad Sahagún)
13,61,7,Irolo
13,61,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,62,0,Tepehuacán de Guerrero
13,62,1,Tepehuacán de Guerrero
13,62,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,63,0,Tepeji del Río de Ocampo
13,63,1,Tepeji del Río de Ocampo
13,63,3,Cantera de Villagrán
13,63,4,Cañada de Madero
13,63,6,Melchor Ocampo (El Salto)
13,63,9,San Buenaventura
13,63,11,San Ildefonso
13,63,15,Santa María Magdalena
13,63,16,Santa María Quelites
13,63,18,Santiago Tlautla
13,63,19,Taxhido
13,63,20,Tianguistengo (La Romera)
13,63,21,Tinajas
13,63,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,63,9999,Localidad no especificada
13,64,0,Tepetitlán
13,64,1,Tepetitlán
13,64,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,65,0,Tetepango
13,65,1,Tetepango
13,65,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,65,9999,Localidad no especificada
13,66,0,Villa de Tezontepec
13,66,1,Tezontepec
13,66,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,67,0,Tezontepec de Aldama
13,67,1,Tezontepec de Aldama
13,67,5,Huitel
13,67,9,Presas
13,67,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,68,0,Tianguistengo
13,68,1,Tianguistengo
13,68,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,69,0,Tizayuca
13,69,1,Tizayuca
13,69,19,Tepojaco
13,69,42,Don Antonio
13,69,44,Haciendas de Tizayuca
13,69,50,Fuentes de Tizayuca
13,69,55,Los Héroes Tizayuca
13,69,56,El Pedregal
13,69,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,69,9999,Localidad no especificada
13,70,0,Tlahuelilpan
13,70,1,Tlahuelilpan
13,71,0,Tlahuiltepa
13,71,1,Tlahuiltepa
13,71,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,72,0,Tlanalapa
13,72,1,Tlanalapa
13,72,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,73,0,Tlanchinol
13,73,1,Tlanchinol
13,73,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,73,9999,Localidad no especificada
13,74,0,Tlaxcoapan
13,74,1,Tlaxcoapan
13,74,2,Doxey
13,74,3,Teltipán de Juárez
13,74,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,75,0,Tolcayuca
13,75,1,Tolcayuca
13,75,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,75,9999,Localidad no especificada
13,76,0,Tula de Allende
13,76,1,Tula de Allende
13,76,8,El Llano
13,76,11,Bomintzha
13,76,13,Nantzha
13,76,22,San Marcos
13,76,24,San Miguel Vindho
13,76,27,Santa María Ilucan
13,76,91,Montecillos
13,76,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,76,9999,Localidad no especificada
13,77,0,Tulancingo de Bravo
13,77,1,Tulancingo
13,77,18,Santa Ana Hueytlalpan
13,77,55,Napateco
13,77,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,77,9999,Localidad no especificada
13,78,0,Xochiatipan
13,78,1,Xochiatipan
13,78,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,79,0,Xochicoatlán
13,79,1,Xochicoatlán
13,79,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,80,0,Yahualica
13,80,1,Yahualica
13,80,11,Mecatlán
13,80,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,80,9999,Localidad no especificada
13,81,0,Zacualtipán de Ángeles
13,81,1,Zacualtipán
13,81,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,81,9999,Localidad no especificada
13,82,0,Zapotlán de Juárez
13,82,1,Zapotlán de Juárez
13,82,2,Acayuca
13,82,3,San Pedro Huaquilpan
13,82,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,83,0,Zempoala
13,83,1,Zempoala
13,83,133,Privadas Santa Matilde
13,83,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,83,9999,Localidad no especificada
13,84,0,Zimapán
13,84,1,Zimapán
13,84,27,Lázaro Cárdenas (Remedios)
13,84,39,Plutarco Elías Calles (Santiago)
13,84,59,Venustiano Carranza (San Pedro)
13,84,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
13,84,9999,Localidad no especificada
13,998,0,No aplica
13,999,0,Municipio no especificado
13,999,9999,Localidad no especificada
14,0,0,Jalisco
14,1,0,Acatic
14,1,1,Acatic
14,1,54,El Refugio (Paredones)
14,1,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,2,0,Acatlán de Juárez
14,2,1,Acatlán de Juárez
14,2,2,Bellavista
14,2,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,3,0,Ahualulco de Mercado
14,3,1,Ahualulco de Mercado
14,3,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,4,0,Amacueca
14,4,1,Amacueca
14,4,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,5,0,Amatitán
14,5,1,Amatitán
14,5,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,5,9999,Localidad no especificada
14,6,0,Ameca
14,6,1,Ameca
14,6,11,El Cabezón (El Limón)
14,6,47,San Antonio Matute
14,6,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,7,0,San Juanito de Escobedo
14,7,1,San Juanito de Escobedo
14,7,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,8,0,Arandas
14,8,1,Arandas
14,8,280,Santa María del Valle
14,8,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,8,9999,Localidad no especificada
14,9,0,El Arenal
14,9,1,El Arenal
14,9,6,Santa Cruz del Astillero
14,9,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,10,0,Atemajac de Brizuela
14,10,1,Atemajac de Brizuela
14,10,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,11,0,Atengo
14,11,1,Atengo
14,11,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,12,0,Atenguillo
14,12,1,Atenguillo
14,12,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,13,0,Atotonilco el Alto
14,13,1,Atotonilco el Alto
14,13,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,14,0,Atoyac
14,14,1,Atoyac
14,14,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,14,9999,Localidad no especificada
14,15,0,Autlán de Navarro
14,15,1,Autlán de Navarro
14,15,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,15,9999,Localidad no especificada
14,16,0,Ayotlán
14,16,1,Ayotlán
14,16,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,17,0,Ayutla
14,17,1,Ayutla
14,17,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,18,0,La Barca
14,18,1,La Barca
14,18,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,19,0,Bolaños
14,19,1,Bolaños
14,19,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,20,0,Cabo Corrientes
14,20,1,El Tuito
14,20,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,21,0,Casimiro Castillo
14,21,1,La Resolana
14,21,46,Crucero de Casimiro Castillo [Restaurante]
14,21,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,22,0,Cihuatlán
14,22,1,Cihuatlán
14,22,6,Barra de Navidad
14,22,9,Emiliano Zapata (El Ranchito)
14,22,16,Jaluco
14,22,33,San Patricio (Melaque)
14,22,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,23,0,Zapotlán el Grande
14,23,1,Ciudad Guzmán
14,23,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,23,9999,Localidad no especificada
14,24,0,Cocula
14,24,1,Cocula
14,24,7,La Cofradía de la Luz
14,24,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,24,9999,Localidad no especificada
14,25,0,Colotlán
14,25,1,Colotlán
14,25,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,25,9999,Localidad no especificada
14,26,0,Concepción de Buenos Aires
14,26,1,Concepción de Buenos Aires
14,26,31,Toluquilla
14,26,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,27,0,Cuautitlán de García Barragán
14,27,1,Cuautitlán de García Barragán
14,27,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,28,0,Cuautla
14,28,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,29,0,Cuquío
14,29,1,Cuquío
14,29,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,30,0,Chapala
14,30,1,Chapala
14,30,2,Ajijic
14,30,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,30,9999,Localidad no especificada
14,31,0,Chimaltitán
14,31,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,32,0,Chiquilistlán
14,32,1,Chiquilistlán
14,32,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,33,0,Degollado
14,33,1,Degollado
14,33,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,34,0,Ejutla
14,34,1,Ejutla
14,34,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,35,0,Encarnación de Díaz
14,35,1,Encarnación de Díaz
14,35,138,Mesón de los Sauces
14,35,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,35,9999,Localidad no especificada
14,36,0,Etzatlán
14,36,1,Etzatlán
14,36,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,36,9999,Localidad no especificada
14,37,0,El Grullo
14,37,1,El Grullo
14,37,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,38,0,Guachinango
14,38,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,39,0,Guadalajara
14,39,1,Guadalajara
14,39,9999,Localidad no especificada
14,40,0,Hostotipaquillo
14,40,1,Hostotipaquillo
14,40,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,41,0,Huejúcar
14,41,1,Huejúcar
14,41,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,42,0,Huejuquilla el Alto
14,42,1,Huejuquilla el Alto
14,42,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,43,0,La Huerta
14,43,1,La Huerta
14,43,26,La Concepción (La Concha)
14,43,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,44,0,Ixtlahuacán de los Membrillos
14,44,1,Ixtlahuacán de los Membrillos
14,44,2,Atequiza
14,44,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,44,9999,Localidad no especificada
14,45,0,Ixtlahuacán del Río
14,45,1,Ixtlahuacán del Río
14,45,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,45,9999,Localidad no especificada
14,46,0,Jalostotitlán
14,46,1,Jalostotitlán
14,46,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,46,9999,Localidad no especificada
14,47,0,Jamay
14,47,1,Jamay
14,47,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,47,9999,Localidad no especificada
14,48,0,Jesús María
14,48,1,Jesús María
14,48,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,48,9999,Localidad no especificada
14,49,0,Jilotlán de los Dolores
14,49,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,50,0,Jocotepec
14,50,1,Jocotepec
14,50,17,Zapotitán de Hidalgo
14,50,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,50,9999,Localidad no especificada
14,51,0,Juanacatlán
14,51,1,Juanacatlán
14,51,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,52,0,Juchitlán
14,52,1,Juchitlán
14,52,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,53,0,Lagos de Moreno
14,53,1,Lagos de Moreno
14,53,27,Betulia
14,53,57,Comanja de Corona
14,53,63,Las Cruces
14,53,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,53,9999,Localidad no especificada
14,54,0,El Limón
14,54,1,El Limón
14,54,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,55,0,Magdalena
14,55,1,Magdalena
14,55,7,La Quemada
14,55,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,57,0,La Manzanilla de la Paz
14,57,1,La Manzanilla de la Paz
14,58,0,Mascota
14,58,1,Mascota
14,58,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,59,0,Mazamitla
14,59,1,Mazamitla
14,60,0,Mexticacán
14,60,1,Mexticacán
14,60,20,Chimaliquín de Arriba
14,60,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,61,0,Mezquitic
14,61,1,Mezquitic
14,61,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,63,0,Ocotlán
14,63,1,Ocotlán
14,63,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,64,0,Ojuelos de Jalisco
14,64,1,Ojuelos de Jalisco
14,64,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,64,9999,Localidad no especificada
14,65,0,Pihuamo
14,65,1,Pihuamo
14,65,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,66,0,Poncitlán
14,66,1,Poncitlán
14,66,11,Cuitzeo (La Estancia)
14,66,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,67,0,Puerto Vallarta
14,67,1,Puerto Vallarta
14,67,28,Ixtapa
14,67,38,Las Palmas de Arriba
14,67,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,67,9999,Localidad no especificada
14,68,0,Villa Purificación
14,68,1,Villa Purificación
14,68,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,69,0,Quitupan
14,69,1,Quitupan
14,69,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,70,0,El Salto
14,70,1,El Salto
14,70,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,71,0,San Cristóbal de la Barranca
14,71,1,San Cristóbal de la Barranca
14,71,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,72,0,San Diego de Alejandría
14,72,1,San Diego de Alejandría
14,72,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,72,9999,Localidad no especificada
14,73,0,San Juan de los Lagos
14,73,1,San Juan de los Lagos
14,73,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,73,9999,Localidad no especificada
14,74,0,San Julián
14,74,1,San Julián
14,74,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,75,0,San Marcos
14,75,1,San Marcos
14,76,0,San Martín de Bolaños
14,76,1,San Martín de Bolaños
14,77,0,San Martín Hidalgo
14,77,1,San Martín Hidalgo
14,77,2,Buenavista
14,77,5,El Crucero de Santa María
14,77,15,El Salitre
14,77,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,78,0,San Miguel el Alto
14,78,1,San Miguel el Alto
14,78,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,79,0,Gómez Farías
14,79,1,San Sebastián del Sur
14,79,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,80,0,San Sebastián del Oeste
14,80,1,San Sebastián del Oeste
14,80,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,81,0,Santa María de los Ángeles
14,81,1,Santa María de los Ángeles
14,81,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,82,0,Sayula
14,82,1,Sayula
14,82,26,Usmajac
14,82,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,82,9999,Localidad no especificada
14,83,0,Tala
14,83,1,Tala
14,83,2,Ahuisculco
14,83,4,Cuisillos
14,83,10,Las Navajas
14,83,13,El Refugio
14,83,16,San Isidro Mazatepec
14,83,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,83,9999,Localidad no especificada
14,84,0,Talpa de Allende
14,84,1,Talpa de Allende
14,85,0,Tamazula de Gordiano
14,85,1,Tamazula de Gordiano
14,85,53,La Garita
14,85,173,Vista Hermosa (Santa Cruz del Cortijo)
14,85,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,85,9999,Localidad no especificada
14,86,0,Tapalpa
14,86,1,Tapalpa
14,86,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,87,0,Tecalitlán
14,87,1,Tecalitlán
14,87,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,88,0,Tecolotlán
14,88,1,Tecolotlán
14,88,25,Quila
14,88,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,88,9999,Localidad no especificada
14,89,0,Techaluta de Montenegro
14,89,1,Techaluta de Montenegro
14,90,0,Tenamaxtlán
14,90,1,Tenamaxtlán
14,90,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,91,0,Teocaltiche
14,91,1,Teocaltiche
14,91,71,Mechoacanejo
14,91,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,91,9999,Localidad no especificada
14,92,0,Teocuitatlán de Corona
14,92,1,Teocuitatlán de Corona
14,92,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,93,0,Tepatitlán de Morelos
14,93,1,Tepatitlán de Morelos
14,93,58,Capilla de Guadalupe
14,93,291,San José de Gracia
14,93,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,93,9999,Localidad no especificada
14,94,0,Tequila
14,94,1,Tequila
14,94,124,El Salvador
14,94,695,La Puerta de San Pedro (La Puerta de Enmedio)
14,94,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,94,9999,Localidad no especificada
14,95,0,Teuchitlán
14,95,1,Teuchitlán
14,95,5,La Estanzuela
14,95,11,La Vega
14,95,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,96,0,Tizapán el Alto
14,96,1,Tizapán el Alto
14,96,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,97,0,Tlajomulco de Zúñiga
14,97,1,Tlajomulco de Zúñiga
14,97,5,Cajititlán
14,97,15,San Miguel Cuyutlán
14,97,25,San Agustín
14,97,32,San Sebastián el Grande
14,97,34,Santa Cruz de las Flores
14,97,35,Santa Cruz del Valle
14,97,41,Zapote del Valle (Zapote de Santa Cruz)
14,97,43,Buenavista
14,97,822,Hacienda Santa Fe
14,97,827,Bosques Santa Anita [Fraccionamiento]
14,97,831,Real del Valle (El Paraíso) [Fraccionamiento]
14,97,843,Lomas del Sur
14,97,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,97,9999,Localidad no especificada
14,98,0,San Pedro Tlaquepaque
14,98,1,Tlaquepaque
14,98,14,Santa Anita
14,98,17,San Martín de las Flores de Abajo (La Abadía) [Fraccionamiento]
14,98,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,98,9999,Localidad no especificada
14,99,0,Tolimán
14,99,1,Tolimán
14,99,6,Cópala
14,99,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,100,0,Tomatlán
14,100,1,Tomatlán
14,100,65,José María Morelos
14,100,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,100,9999,Localidad no especificada
14,101,0,Tonalá
14,101,1,Tonalá
14,101,9,Coyula
14,101,26,Puente Grande
14,101,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,101,9999,Localidad no especificada
14,102,0,Tonaya
14,102,1,Tonaya
14,102,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,102,9999,Localidad no especificada
14,103,0,Tonila
14,103,1,Tonila
14,103,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,104,0,Totatiche
14,104,1,Totatiche
14,104,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,105,0,Tototlán
14,105,1,Tototlán
14,105,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,106,0,Tuxcacuesco
14,106,1,Tuxcacuesco
14,106,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,107,0,Tuxcueca
14,107,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,108,0,Tuxpan
14,108,1,Tuxpan
14,108,9999,Localidad no especificada
14,109,0,Unión de San Antonio
14,109,1,Unión de San Antonio
14,109,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,110,0,Unión de Tula
14,110,1,Unión de Tula
14,110,40,San Clemente
14,110,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,110,9999,Localidad no especificada
14,111,0,Valle de Guadalupe
14,111,1,Valle de Guadalupe
14,111,9999,Localidad no especificada
14,112,0,Valle de Juárez
14,112,1,Valle de Juárez
14,113,0,San Gabriel
14,113,1,San Gabriel
14,113,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,113,9999,Localidad no especificada
14,114,0,Villa Corona
14,114,1,Villa Corona
14,114,5,Estipac
14,114,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,115,0,Villa Guerrero
14,115,1,Villa Guerrero
14,115,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,115,9999,Localidad no especificada
14,116,0,Villa Hidalgo
14,116,1,Villa Hidalgo
14,116,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,117,0,Cañadas de Obregón
14,117,1,Cañadas de Obregón
14,117,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,118,0,Yahualica de González Gallo
14,118,1,Yahualica de González Gallo
14,118,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,118,9999,Localidad no especificada
14,119,0,Zacoalco de Torres
14,119,1,Zacoalco de Torres
14,119,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,120,0,Zapopan
14,120,1,Zapopan
14,120,231,Tesistán (San Francisco Tesistán)
14,120,243,La Venta del Astillero
14,120,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,120,9999,Localidad no especificada
14,121,0,Zapotiltic
14,121,1,Zapotiltic
14,121,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,121,9999,Localidad no especificada
14,122,0,Zapotitlán de Vadillo
14,122,1,Zapotitlán de Vadillo
14,122,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,123,0,Zapotlán del Rey
14,123,1,Zapotlán del Rey
14,123,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,124,0,Zapotlanejo
14,124,1,Zapotlanejo
14,124,109,Matatlán
14,124,176,Santa Fe
14,124,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,124,9999,Localidad no especificada
14,125,0,San Ignacio Cerro Gordo
14,125,1,San Ignacio Cerro Gordo
14,125,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
14,998,0,No aplica
14,999,0,Municipio no especificado
14,999,9999,Localidad no especificada
15,0,0,México
15,1,0,Acambay de Ruíz Castañeda
15,1,1,Villa de Acambay de Ruíz Castañeda
15,1,37,Pueblo Nuevo
15,1,46,San Pedro de los Metates
15,1,7777,Cifra confidencial. Establecido en la Ley del SNIEG.
15,1,9999,Localidad no especificada
15,2,0,Acolman
15,2,1,Acolman de Nezahualcóyotl
15,2,12,Santa Catarina
